Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 21:37:41.074,114396.8,0.047,BTCUSDT
2025-09-30 21:37:41.078,114396.8,0.027,BTCUSDT
2025-09-30 21:37:41.104,114396.8,0.002,BTCUSDT
2025-09-30 21:37:41.104,114396.8,0.015,BTCUSDT
2025-09-30 21:37:41.186,114396.7,0.001,BTCUSDT
2025-09-30 21:37:41.186,114396.7,0.001,BTCUSDT
2025-09-30 21:37:41.262,114396.8,0.075,BTCUSDT
2025-09-30 21:37:41.303,114396.7,0.003,BTCUSDT
2025-09-30 21:37:41.303,114396.7,0.259,BTCUSDT
2025-09-30 21:37:42.171,114396.7,0.002,BTCUSDT
2025-09-30 21:37:42.253,114396.7,0.001,BTCUSDT
2025-09-30 21:37:42.256,114396.8,0.075,BTCUSDT
2025-09-30 21:37:42.376,114396.8,0.011,BTCUSDT
2025-09-30 21:37:42.376,114396.8,0.011,BTCUSDT
2025-09-30 21:37:42.624,114396.8,0.001,BTCUSDT
2025-09-30 21:37:42.841,114396.7,0.015,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.166,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.691,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.009,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.297,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.019,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.295,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.403,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.2,BTCUSDT
2025-09-30 21:37:43.023,114396.8,0.069,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.018,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.002,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.001,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.013,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.001,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.002,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.616,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.002,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.2,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.297,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.028,BTCUSDT
2025-09-30 21:37:43.036,114396.8,0.079,BTCUSDT
2025-09-30 21:37:43.083,114396.8,0.002,BTCUSDT
2025-09-30 21:37:43.083,114396.9,0.001,BTCUSDT
2025-09-30 21:37:43.083,114396.9,0.001,BTCUSDT
2025-09-30 21:37:43.083,114397.3,0.001,BTCUSDT
2025-09-30 21:37:43.083,114397.4,0.002,BTCUSDT
2025-09-30 21:37:43.083,114398.0,0.001,BTCUSDT
2025-09-30 21:37:43.083,114398.0,0.002,BTCUSDT
2025-09-30 21:37:43.083,114398.2,0.003,BTCUSDT
2025-09-30 21:37:43.083,114398.6,0.002,BTCUSDT
2025-09-30 21:37:43.083,114398.9,0.002,BTCUSDT
2025-09-30 21:37:43.083,114399.0,0.001,BTCUSDT
2025-09-30 21:37:43.083,114399.1,0.002,BTCUSDT
2025-09-30 21:37:43.083,114399.2,0.002,BTCUSDT
2025-09-30 21:37:43.083,114399.8,0.001,BTCUSDT
2025-09-30 21:37:43.083,114399.8,0.002,BTCUSDT
2025-09-30 21:37:43.083,114399.9,0.001,BTCUSDT
